lon,lat,count
114.580306,30.896421,16
114.594546,30.631634,2920
114.598106,30.789338,23
114.615906,30.510922,10
114.633705,30.567384,298
114.690664,30.594641,1803
114.790343,30.925626,155
114.804582,30.836065,10282
114.861541,30.785444,122
114.93274,30.839959,2320
115.035978,30.896421,132
113.779321,30.294808,319
113.779321,30.427202,2275
113.896798,30.534285,22
113.903918,30.561543,1495
113.903918,30.725088,35
113.925278,30.425255,85
113.932398,30.561543,1760
113.943078,30.458353,1599
113.950198,30.341535,256
113.957317,30.442778,16
113.957317,30.610217,4
113.960877,30.448619,1
113.978677,30.481717,24
113.978677,30.668626,2
113.992917,30.489505,1
114.000037,30.427202,1
114.003597,30.335694,679
114.007157,30.575172,9
114.014276,30.39605,159
114.014276,30.567384,59
114.021396,30.637475,16
114.028516,30.575172,6764
114.032076,30.581012,176
114.035636,30.520656,346
114.039196,30.440831,957
114.042756,30.438884,2968
114.042756,30.65305,320
114.053436,30.491452,3
114.056996,30.493399,155
114.056996,30.618005,526
114.056996,30.684202,2
114.060556,30.324013,3070
114.060556,30.378528,1096
114.064116,30.629687,302
114.067675,30.327907,66
114.067675,30.62774,9
114.071235,30.602429,716
114.078355,30.466141,724
114.081915,30.324013,1
114.092595,30.473929,74
114.096155,30.300649,222
114.096155,30.553755,2963
114.099715,30.345429,1143
114.099715,30.598535,5
114.110395,30.577118,138
114.113955,30.598535,812
114.117515,30.619952,2555
114.121075,30.372687,24
114.121075,30.540126,5
114.124634,30.600482,1667
114.128194,30.742611,1
114.138874,30.335694,7
114.138874,30.495346,47
114.142434,30.329854,110
114.142434,30.505081,8970
114.142434,30.559596,5
114.145994,30.405785,652
114.145994,30.4603,302
114.145994,30.471982,1404
114.145994,30.565437,17441
114.149554,30.520656,5458
114.153114,30.514816,2161
114.163794,30.598535,4187
114.163794,30.742611,54
114.167354,30.491452,13
114.167354,30.678361,84
114.174474,30.401891,2615
114.174474,30.561543,273
114.174474,30.725088,56
114.178033,30.39605,4
114.181593,30.783497,146
114.185153,30.602429,17981
114.185153,30.633581,2344
114.188713,30.491452,510
114.188713,30.647209,1
114.192273,30.388263,321
114.195833,30.401891,254
114.195833,30.561543,2166
114.195833,30.748452,36
114.199393,30.536232,17601
114.202953,30.425255,2
114.202953,30.647209,352
114.202953,30.678361,28
114.206513,30.734823,2
114.210073,30.674467,17
114.213633,30.489505,934
114.213633,30.497293,7
114.213633,30.804914,10932
114.217193,30.82633,270
114.220753,30.512869,499
114.224313,30.616058,156
114.227873,30.582959,1532
114.227873,30.769868,9
114.227873,30.875005,97
114.231433,30.643315,2044
114.234992,30.520656,4566
114.234992,30.707565,45
114.238552,30.600482,839
114.238552,30.654997,128
114.238552,30.760134,4
114.245672,30.102058,652
114.245672,30.577118,27691
114.249232,30.411626,3469
114.249232,30.641368,161
114.249232,30.664732,6
114.252792,30.425255,38
114.252792,30.491452,52
114.252792,30.647209,9394
114.256352,30.329854,95
114.256352,30.372687,17
114.256352,30.540126,831
114.256352,30.559596,3037
114.256352,30.727035,150
114.259912,30.732876,643
114.263472,30.442778,9224
114.263472,30.610217,1500
114.263472,30.629687,2049
114.263472,30.703671,688
114.267032,30.514816,957
114.267032,30.744558,1514
114.270592,30.403838,4374
114.270592,30.571278,22204
114.270592,30.656944,158
114.274152,30.339588,1
114.277712,30.450566,5
114.277712,30.637475,9501
114.277712,30.765974,222
114.281272,30.475876,1713
114.281272,30.643315,13516
114.284832,30.641368,899
114.284832,30.664732,1951
114.288392,30.561543,556
114.291951,30.403838,369
114.291951,30.571278,1682
114.291951,30.656944,57
114.295511,30.339588,1701
114.299071,30.427202,11784
114.299071,30.470035,574
114.302631,30.11374,264
114.302631,30.382422,1391
114.302631,30.569331,80
114.306191,30.341535,1793
114.306191,30.528444,4637
114.306191,30.594641,291
114.309751,30.362952,679
114.309751,30.518709,10714
114.309751,30.526497,7451
114.309751,30.549861,8966
114.309751,30.584906,1135
114.309751,30.592694,12
114.313311,30.092323,2970
114.316871,30.619952,873
114.316871,30.662785,3603
114.320431,30.349323,736
114.320431,30.392156,1
114.320431,30.579065,10906
114.323991,30.37074,33
114.327551,30.244187,262
114.327551,30.267551,1101
114.327551,30.489505,471
114.327551,30.497293,3150
114.331111,30.312331,790
114.331111,30.366846,7643
114.331111,30.542073,28813
114.331111,30.5888,4593
114.331111,30.596588,5791
114.334671,30.380475,10056
114.334671,30.52455,14669
114.334671,30.567384,4899
114.334671,30.789338,687
114.338231,30.452513,89
114.338231,30.616058,1751
114.338231,30.86527,3473
114.341791,30.52455,3235
114.341791,30.528444,20699
114.341791,30.594641,32339
114.341791,31.190413,277
114.345351,30.090376,2837
114.345351,30.4603,274
114.34891,30.462247,49
114.34891,30.485611,144
114.34891,30.649156,72
114.35247,30.49924,16
114.35247,30.561543,4050
114.35247,30.748452,2
114.35603,30.216929,176
114.35603,30.384369,499
114.35959,30.612164,2653
114.36315,30.384369,15
114.36315,30.54402,5405
114.36671,30.623846,13186
114.36671,30.876952,5766
114.37027,30.91005,707
114.37383,30.452513,8246
114.37383,30.616058,186
114.37383,30.682255,2160
114.37383,30.869164,7915
114.37739,30.162414,96
114.37739,30.28702,37
114.37739,30.349323,3149
114.37739,30.579065,7119
114.38095,30.339588,2396
114.38095,30.880846,9392
114.38451,30.536232,3102
114.38807,30.300649,185
114.38807,30.553755,1448
114.39163,30.734823,9271
114.39519,30.316225,1027
114.39519,30.382422,563
114.39519,30.569331,24
114.40231,30.799073,1
114.409429,30.440831,2
114.409429,30.604376,53
114.412989,30.201354,544
114.412989,30.431096,4685
114.412989,30.516762,2162
114.412989,30.54402,127
114.412989,30.676414,155
114.416549,30.510922,13281
114.416549,30.962618,96
114.420109,30.602429,75
114.420109,30.633581,12
114.423669,30.701724,83
114.427229,30.407732,4063
114.427229,30.575172,18
114.430789,30.456406,72
114.430789,30.464194,16573
114.434349,30.520656,2289
114.437909,30.728982,51
114.441469,30.438884,26093
114.441469,30.473929,11541
114.445029,30.47977,6220
114.452149,30.853588,387
114.455709,30.446672,2
114.455709,30.481717,7333
114.459269,30.471982,203
114.459269,30.658891,173
114.462828,30.438884,15563
114.462828,30.473929,260
114.466388,30.503134,310
114.473508,30.853588,104
114.473508,30.876952,2
114.477068,30.941202,21
114.487748,30.47977,539
114.494868,30.604376,304
114.498428,30.123475,39
114.498428,30.913944,173
114.505548,30.645262,702
114.509108,30.526497,8498
114.512668,30.598535,194
114.512668,30.913944,2012
114.516228,30.619952,47
114.516228,30.849694,18
114.519787,30.590747,12
114.523347,30.600482,1
114.523347,30.654997,1619
114.530467,30.39021,2
114.537587,30.495346,32
114.537587,31.001558,125
114.541147,30.991823,137
114.548267,30.680308,126
114.555387,30.89058,1
114.558947,30.4603,1433
114.566067,30.491452,2
114.566067,30.647209,3584
114.566067,30.678361,8250
114.580306,30.705618,115
114.587426,30.647209,101
114.587426,30.678361,237
114.594546,30.639421,44
114.598106,30.703671,161
114.605226,30.734823,29
114.623026,30.682255,750
114.633705,30.78155,2
114.658625,30.900315,1129
114.744064,30.752346,300
114.776103,30.92952,2156
114.793903,30.853588,1945
114.793903,30.876952,2
114.801023,30.841906,7
114.811702,30.649156,292
114.96478,30.880846,285
114.982579,30.906156,253
114.989699,30.878899,185
115.032418,30.871111,60
113.779321,30.310384,336
113.78644,30.431096,399
113.83628,30.263657,25
113.850519,30.392156,11
113.871879,30.450566,36
113.907478,30.30649,369
113.943078,30.688096,13
113.971557,30.485611,707
113.971557,30.649156,3
113.982237,30.666679,585
113.989357,30.639421,2767
113.996477,30.530391,3
114.007157,30.450566,3676
114.007157,30.765974,8
114.014276,30.442778,3
114.021396,30.67252,670
114.024956,30.557649,8
114.028516,30.450566,511
114.028516,30.637475,21559
114.032076,30.643315,31643
114.035636,30.28702,82
114.035636,30.43499,8887
114.046316,30.230558,10
114.049876,30.255869,43
114.049876,30.431096,943
114.060556,30.452513,5440
114.060556,30.616058,18
114.064116,30.388263,344
114.067675,30.5888,56
114.067675,30.631634,1263
114.071235,30.730929,5
114.074795,30.226664,1414
114.078355,30.341535,47
114.081915,30.452513,39
114.085475,30.411626,52
114.089035,30.347376,61
114.099715,30.606323,528
114.103275,30.347376,20
114.103275,30.581012,2
114.110395,30.4603,4079
114.113955,30.606323,984
114.128194,30.65305,3
114.135314,30.310384,4
114.135314,30.364899,69
114.135314,30.555702,697
114.138874,30.557649,1667
114.142434,30.602429,2800
114.142434,30.633581,9
114.145994,30.693937,7
114.145994,30.701724,35
114.156674,30.368793,25
114.156674,30.536232,1029
114.160234,30.413573,215
114.163794,30.473929,2186
114.167354,30.553755,3311
114.167354,30.908103,454
114.174474,30.853588,1
114.178033,30.462247,59
114.178033,30.485611,16
114.178033,30.649156,114
114.185153,30.80102,236
114.188713,30.553755,1
114.192273,30.618005,253
114.195833,30.623846,404
114.199393,30.411626,1
114.199393,30.641368,1598
114.199393,30.894474,272
114.202953,30.553755,826
114.202953,30.775709,4
114.206513,30.470035,2358
114.210073,30.904209,282
114.213633,30.505081,1423
114.213633,30.540126,130
114.213633,30.559596,38642
114.213633,30.727035,231
114.217193,30.448619,943
114.217193,30.522603,59
114.217193,30.530391,12085
114.220753,30.586853,27515
114.224313,30.49924,418
114.224313,30.514816,7
114.224313,30.744558,30
114.231433,30.49924,588
114.231433,30.873058,73
114.234992,30.995717,25
114.238552,30.581012,1036
114.242112,30.645262,7267
114.242112,30.699777,1609
114.245672,30.651103,21320
114.249232,30.357111,32
114.249232,30.52455,7352
114.252792,30.553755,2440
114.256352,30.602429,4889
114.256352,30.633581,68472
114.259912,30.425255,59
114.259912,30.491452,363
114.259912,30.647209,246
114.259912,30.678361,319
114.263472,30.388263,147
114.263472,31.116429,46
114.267032,30.5888,20975
114.270592,30.579065,15665
114.274152,30.507028,212
114.274152,30.573225,39089
114.277712,30.458353,13
114.277712,30.512869,2894
114.281272,30.705618,13768
114.281272,30.771815,1063
114.284832,30.357111,724
114.288392,30.3318,85
114.288392,30.623846,13720
114.291951,30.162414,562
114.291951,30.349323,3
114.291951,30.392156,1779
114.291951,30.579065,28383
114.295511,30.3318,735
114.295511,30.413573,6448
114.295511,30.507028,67
114.299071,30.532338,6
114.299071,30.555702,5831
114.299071,30.719247,6181
114.302631,30.444725,54
114.302631,30.697831,5854
114.306191,30.088429,43
114.306191,30.403838,3078
114.306191,30.571278,14672
114.306191,30.656944,1995
114.306191,30.758187,2
114.309751,30.600482,827
114.309751,30.654997,16247
114.309751,30.760134,425
114.313311,30.65305,637
114.313311,30.952883,288
114.316871,30.355164,232
114.316871,30.577118,573
114.320431,30.477823,20755
114.323991,30.425255,1152
114.323991,30.491452,12539
114.327551,30.15852,8
114.327551,30.372687,358
114.327551,30.505081,798
114.327551,30.540126,28575
114.327551,30.559596,2881
114.327551,30.727035,6344
114.331111,30.604376,678
114.331111,30.670573,8
114.331111,30.857482,3065
114.334671,30.610217,5611
114.334671,30.629687,494
114.334671,30.695884,3
114.338231,30.269497,105
114.338231,30.514816,2973
114.341791,30.088429,4
114.341791,30.571278,2295
114.341791,31.030762,70
114.34891,30.547914,1633
114.34891,30.590747,90
114.35247,30.853588,39
114.35247,30.876952,22
114.35603,30.520656,13853
114.35603,30.52455,38564
114.35603,30.680308,1232
114.35603,31.241035,3
114.35959,30.035861,7
114.35959,30.129316,79
114.35959,30.510922,38880
114.36315,30.30649,3062
114.36315,30.520656,6191
114.36315,30.867217,6371
114.36671,30.49924,4221
114.36671,30.569331,1567
114.37027,30.368793,93
114.37027,30.536232,41
114.37383,30.514816,5580
114.37739,30.454459,26
114.37739,30.477823,21673
114.38095,30.320119,459
114.38095,30.507028,36163
114.38095,30.573225,1498
114.38451,30.641368,853
114.38807,30.62774,19759
114.39163,30.470035,6238
114.39519,30.444725,10459
114.39519,30.697831,564
114.39519,30.7173,26
114.39875,30.376581,205
114.39875,30.598535,415
114.39875,30.65305,1372
114.39875,30.913944,2
114.40231,30.444725,89
114.40231,30.697831,5157
114.405869,30.446672,3103
114.405869,30.481717,3854
114.405869,30.614111,2798
114.405869,31.096959,1
114.409429,30.4603,5413
114.412989,30.209141,3
114.412989,30.551808,715
114.412989,30.738717,120
114.416549,30.433043,2081
114.416549,30.487558,6699
114.416549,30.802967,77
114.420109,30.730929,2
114.420109,31.307232,1
114.423669,31.309179,122
114.427229,30.450566,554
114.427229,30.637475,1060
114.427229,30.859429,9
114.430789,30.518709,5257
114.430789,30.526497,1439
114.430789,30.592694,1177
114.430789,30.947042,753
114.434349,30.466141,1906
114.434349,31.026868,1
114.437909,30.456406,5058
114.437909,30.464194,255
114.441469,30.711459,96
114.441469,31.155368,4
114.445029,30.483664,2232
114.445029,31.095012,30
114.448589,30.423308,86
114.448589,30.516762,84
114.455709,30.508975,338
114.459269,30.701724,575
114.462828,30.711459,12
114.469948,30.516762,5
114.480628,30.452513,860
114.480628,30.682255,3
114.484188,30.664732,11
114.491308,31.03855,38
114.498428,30.606323,1671
114.505548,30.520656,2
114.509108,30.760134,2
114.512668,30.251975,2
114.516228,30.577118,721
114.534027,30.719247,5
114.541147,30.493399,9676
114.548267,30.466141,578
114.551827,30.639421,770
114.562507,30.571278,313
114.562507,30.656944,3537
114.562507,30.886686,6
114.566067,30.783497,2006
114.573187,30.623846,1809
114.576746,30.734823,12606
114.583866,30.497293,2537
114.587426,30.783497,1133
114.598106,30.925626,82
114.605226,30.470035,2414
114.608786,30.495346,37
114.619466,30.520656,1015
114.651505,30.873058,1665
114.669305,30.863323,118
114.676425,30.933414,1
114.694224,30.75624,156
114.697784,30.836065,5
114.712024,30.878899,27
114.733384,30.629687,7
114.765423,30.814649,2
114.836622,30.752346,30
114.904261,30.948989,621
114.904261,30.960671,1919
113.718802,30.409679,2
113.725921,30.413573,536
113.733041,30.425255,61
113.768641,30.238346,286
113.854079,30.214982,129
113.918158,30.721194,584
113.946638,30.639421,403
113.950198,30.590747,262
113.978677,30.497293,211
113.989357,30.682255,1405
114.003597,30.631634,13
114.021396,30.586853,19721
114.028516,30.458353,4205
114.032076,30.771815,56
114.035636,30.528444,35
114.064116,30.618005,16570
114.067675,30.218876,633
114.071235,30.431096,716
114.071235,30.516762,1371
114.071235,30.676414,1311
114.074795,30.448619,952
114.074795,30.522603,106
114.092595,30.470035,2
114.096155,30.214982,1
114.096155,30.308437,286
114.099715,30.734823,20
114.103275,30.475876,228
114.106835,30.466141,6741
114.110395,30.545967,1
114.121075,30.730929,5441
114.124634,30.409679,188
114.124634,30.475876,1240
114.124634,30.643315,263
114.128194,30.540126,5
114.128194,30.559596,99
114.135314,30.625793,18299
114.135314,30.660838,100
114.138874,30.631634,6846
114.142434,30.361005,1
114.149554,30.528444,950
114.149554,30.594641,4
114.153114,30.471982,103
114.153114,30.565437,307
114.156674,30.641368,1240
114.156674,30.664732,178
114.160234,30.534285,289
114.167354,30.11374,6
114.170914,30.462247,6514
114.174474,30.382422,43
114.174474,30.569331,13
114.178033,30.547914,2739
114.178033,30.590747,3666
114.181593,30.538179,71
114.181593,30.904209,3518
114.185153,30.516762,9422
114.188713,30.49924,54
114.192273,30.501187,525
114.192273,30.746505,100
114.192273,30.754293,445
114.192273,31.073595,1
114.195833,30.569331,9348
114.199393,30.76208,3104
114.199393,30.902262,1
114.206513,30.555702,113
114.206513,30.719247,3
114.210073,30.495346,244
114.213633,30.602429,14402
114.213633,30.633581,2923
114.213633,31.046338,1917
114.227873,30.536232,51
114.231433,30.507028,5008
114.231433,30.573225,12456
114.234992,30.528444,8688
114.234992,30.56349,6977
114.234992,30.594641,2357
114.238552,30.643315,5297
114.242112,30.520656,5344
114.242112,30.680308,56
114.242112,30.867217,221
114.245672,30.545967,17357
114.245672,30.713406,8215
114.245672,30.721194,1778
114.249232,30.419414,201
114.249232,30.462247,1086
114.249232,30.485611,7515
114.249232,30.649156,5859
114.252792,31.005452,118
114.256352,30.730929,314
114.259912,30.553755,8292
114.263472,30.493399,13166
114.263472,30.618005,5629
114.263472,30.684202,4693
114.267032,30.39021,1140
114.267032,30.471982,114
114.267032,30.565437,55
114.270592,30.002763,2
114.270592,30.290914,34
114.270592,30.454459,731
114.270592,30.477823,7517
114.274152,30.5888,29254
114.274152,30.635528,17587
114.277712,30.586853,29574
114.284832,30.485611,1
114.284832,30.649156,8416
114.288392,30.4603,7
114.288392,30.569331,3
114.288392,30.62774,5178
114.288392,30.799073,1
114.288392,31.165103,49
114.291951,30.290914,1084
114.295511,30.635528,7178
114.299071,30.625793,17060
114.299071,30.660838,3807
114.302631,31.254663,115
114.306191,30.349323,18670
114.306191,30.392156,41
114.306191,30.579065,1906
114.306191,30.948989,47
114.309751,30.160467,191
114.309751,30.347376,273
114.309751,30.581012,2572
114.313311,30.645262,13398
114.313311,30.699777,3277
114.316871,30.417467,4
114.316871,30.483664,8867
114.316871,30.651103,14993
114.320431,30.582959,22433
114.320431,30.769868,3344
114.323991,30.553755,9072
114.327551,30.633581,532
114.331111,30.985982,903
114.334671,30.388263,114
114.334671,31.022974,66
114.338231,30.343482,4
114.341791,30.579065,12507
114.345351,30.09427,71
114.345351,30.320119,2
114.345351,30.507028,9782
114.345351,30.573225,4254
114.345351,30.888633,1
114.34891,30.54402,3412
114.35247,30.382422,30
114.35247,30.47977,8110
114.35247,30.569331,6066
114.36315,30.466141,25
114.36315,30.52455,18113
114.36315,31.026868,513
114.36671,30.444725,1749
114.36671,30.674467,1
114.36671,30.697831,4
114.36671,31.21183,261
114.37027,30.411626,6
114.37027,30.641368,110
114.37027,30.894474,122
114.37383,30.49924,151
114.37739,30.582959,128
114.37739,30.875005,10679
114.38095,30.635528,1315
114.38451,30.357111,110
114.38807,30.308437,6664
114.38807,30.538179,1056
114.39163,30.532338,6191
114.39163,30.719247,6355
114.39519,30.60827,1035
114.39875,30.438884,440
114.39875,30.473929,19977
114.39875,30.606323,3229
114.40231,30.989876,13
114.405869,30.508975,3153
114.405869,31.104747,24
114.409429,30.491452,1491
114.409429,30.647209,21147
114.412989,30.337641,5
114.412989,30.621899,59
114.416549,30.086482,7
114.416549,30.401891,2
114.416549,30.725088,31
114.420109,30.423308,15110
114.420109,30.431096,50
114.420109,30.516762,28533
114.423669,30.448619,10067
114.423669,30.522603,5848
114.423669,30.530391,36
114.423669,30.709512,7621
114.427229,30.43499,162
114.427229,30.458353,23427
114.427229,30.512869,15239
114.427229,30.933414,8
114.434349,30.528444,13
114.434349,30.594641,5323
114.437909,30.549861,600
114.437909,30.584906,69
114.441469,30.427202,16647
114.441469,30.470035,601
114.448589,30.551808,747
114.452149,30.444725,145
114.455709,30.489505,104
114.459269,30.386316,415
114.459269,30.4603,90
114.462828,30.427202,4342
114.462828,30.470035,2476
114.466388,30.639421,171
114.469948,30.43499,84
114.473508,30.444725,219
114.480628,30.514816,1
114.484188,30.56349,1156
114.491308,30.454459,634
114.491308,30.477823,5596
114.494868,30.491452,543
114.494868,30.678361,2603
114.494868,30.7173,17
114.501988,30.526497,32
114.501988,30.549861,245
114.501988,30.686149,61
114.509108,30.347376,148
114.512668,30.711459,56
114.516228,30.483664,2167
114.516228,30.651103,434
114.519787,30.598535,332
114.523347,30.475876,403
114.526907,30.641368,1440
114.530467,30.374634,476
114.537587,30.631634,1485
114.541147,30.52455,56
114.551827,30.452513,2
114.555387,30.641368,234
114.555387,30.664732,17805
114.558947,30.662785,11
114.583866,30.540126,16
114.583866,30.727035,49
114.587426,30.86527,33
114.590986,30.610217,2
114.598106,30.493399,56
114.598106,30.618005,84
114.605226,30.532338,11
114.612346,30.493399,2522
114.612346,30.684202,1290
114.619466,30.750399,1
114.626586,30.536232,66
114.687105,30.5888,48
114.687105,30.873058,50
114.697784,30.734823,6
114.719144,30.719247,35
114.754743,30.984035,8
114.768983,30.836065,230
114.797463,30.832171,21100
114.811702,30.839959,2847
114.811702,30.851641,2018
114.865101,30.900315,165
114.865101,30.919785,1077
114.879341,30.888633,7
113.775761,30.436937,5
113.82916,30.431096,41
113.839839,30.448619,4570
113.886119,30.477823,35
113.900358,30.516762,352
113.918158,30.4603,145
113.928838,30.711459,106
113.928838,30.734823,2
113.932398,30.697831,2160
113.953757,30.7173,59
113.957317,30.501187,29
113.985797,30.442778,211
113.989357,30.744558,545
114.007157,30.586853,6875
114.024956,30.639421,33
114.028516,30.586853,2379
114.035636,30.571278,1202
114.039196,30.300649,834
114.039196,30.60827,117
114.039196,30.775709,41
114.042756,30.32596,23526
114.042756,30.532338,144
114.049876,30.621899,148
114.056996,30.322066,187
114.060556,30.343482,232
114.067675,30.452513,366
114.078355,30.349323,26
114.085475,30.419414,27
114.085475,30.462247,10673
114.085475,30.485611,708
114.092595,30.364899,14
114.092595,30.39605,949
114.096155,30.612164,2772
114.106835,30.341535,14
114.106835,30.594641,212
114.110395,30.468088,260
114.113955,30.470035,125
114.124634,30.705618,73
114.128194,30.602429,2745
114.128194,30.633581,819
114.131754,30.612164,360
114.131754,30.666679,1674
114.135314,30.318172,15
114.135314,30.69199,83
114.138874,30.378528,13
114.138874,30.639421,218
114.142434,30.516762,5
114.142434,30.676414,7086
114.145994,30.448619,5
114.145994,30.522603,742
114.145994,30.530391,7
114.145994,30.690043,1
114.149554,30.403838,351
114.153114,30.693937,22
114.160234,30.234452,20
114.160234,30.619952,8651
114.160234,30.662785,1158
114.163794,30.470035,501
114.167354,30.374634,2236
114.167354,30.538179,3067
114.170914,30.547914,594
114.170914,30.590747,55
114.174474,30.674467,3245
114.181593,30.612164,3578
114.181593,30.810755,103
114.185153,30.551808,3366
114.188713,30.538179,13718
114.199393,30.462247,2
114.199393,30.649156,5748
114.202953,30.538179,762
114.206513,30.625793,12425
114.206513,30.660838,7753
114.210073,30.557649,1924
114.217193,30.814649,835
114.217193,30.880846,650
114.220753,30.154626,855
114.220753,30.878899,38
114.224313,30.471982,40
114.224313,30.565437,1443
114.224313,30.658891,447
114.227873,30.641368,4697
114.227873,30.664732,4380
114.234992,30.571278,16026
114.234992,30.656944,11441
114.234992,30.886686,603
114.238552,30.168255,179
