lon,lat,count
113.775761,30.238346,374
113.775761,30.436937,509
113.839839,30.433043,196
113.857639,30.263657,1779
113.868319,30.468088,1103
113.878999,30.438884,1
113.886119,30.283126,1043
113.893239,30.454459,570
113.893239,30.462247,578
113.928838,30.454459,1125
113.932398,30.526497,53
113.932398,30.701724,271
113.932398,30.705618,289
113.932398,30.732876,277
113.935958,30.458353,280
113.935958,30.656944,283
113.939518,30.709512,236
113.939518,30.721194,373
113.957317,30.470035,68
113.996477,30.304543,56
114.003597,30.335694,963
114.014276,30.715353,1429
114.021396,30.290914,3978
114.024956,30.557649,364
114.024956,30.565437,779
114.024956,30.573225,9938
114.032076,30.573225,5223
114.049876,30.30649,556
114.049876,30.458353,4078
114.049876,30.501187,4
114.049876,30.508975,1786
114.049876,30.641368,276
114.053436,30.413573,7062
114.053436,30.429149,3275
114.053436,30.433043,2316
114.053436,30.623846,5233
114.053436,30.631634,3496
114.053436,30.635528,425
114.060556,30.600482,235
114.060556,30.616058,2419
114.071235,30.30649,4
114.071235,30.69199,776
114.074795,30.725088,163
114.074795,30.728982,8
114.078355,30.30649,708
114.078355,30.318172,259
114.078355,30.466141,5252
114.078355,30.508975,19
114.081915,30.619952,1
114.081915,30.62774,418
114.092595,30.337641,2267
114.092595,30.540126,1042
114.096155,30.320119,251
114.099715,30.516762,1165
114.103275,30.600482,169
114.103275,30.604376,2276
114.103275,30.612164,3103
114.103275,30.62774,1679
114.124634,30.600482,1821
114.124634,30.604376,1248
114.124634,30.612164,81
114.124634,30.616058,4553
114.124634,30.619952,5418
114.128194,30.65305,3
114.135314,30.52455,2094
114.135314,30.54402,150
114.138874,30.471982,4364
114.138874,30.475876,189
114.138874,30.483664,447
114.138874,30.487558,4167
114.138874,30.491452,2200
114.138874,30.495346,5956
114.138874,30.510922,1074
114.138874,30.514816,1645
114.138874,30.60827,2
114.142434,30.403838,89
114.149554,30.719247,38
114.149554,30.723141,2
114.153114,30.639421,5772
114.153114,30.678361,6757
114.156674,30.41552,4
114.163794,30.618005,978
114.163794,30.625793,20
114.163794,30.629687,4912
114.163794,30.633581,1524
114.167354,30.339588,1059
114.167354,30.355164,13
114.167354,30.545967,55
114.167354,30.553755,769
114.167354,30.565437,17
114.167354,30.573225,376
114.170914,30.497293,4300
114.170914,30.501187,2499
114.170914,30.508975,3805
114.170914,30.656944,923
114.170914,30.668626,395
114.181593,30.382422,3768
114.181593,30.386316,4971
114.188713,30.518709,2601
114.188713,30.522603,19
114.188713,30.545967,13943
114.188713,30.553755,237
114.188713,30.557649,598
114.188713,30.565437,3729
114.192273,30.579065,6499
114.192273,30.606323,4098
114.192273,30.614111,4066
114.192273,30.618005,1
114.192273,30.629687,7932
114.192273,30.633581,64
114.192273,30.637475,4513
114.192273,30.793232,719
114.192273,30.804914,1047
114.195833,31.118376,261
114.206513,30.80102,325
114.213633,30.497293,369
114.213633,30.641368,4150
114.213633,30.656944,7002
114.213633,30.664732,4200
114.213633,30.67252,2527
114.213633,30.69199,531
114.217193,31.297497,73
114.220753,30.649156,170
114.220753,30.65305,662
114.220753,30.863323,196
114.224313,30.5888,9371
114.227873,30.353217,2
114.227873,30.551808,6
114.234992,30.816596,3
114.234992,30.956777,3228
114.234992,30.999611,1340
114.238552,30.526497,11137
114.238552,30.530391,1518
114.238552,30.534285,7756
114.238552,30.549861,4264
114.238552,30.569331,4098
114.238552,30.701724,6015
114.238552,30.705618,4754
114.238552,30.713406,498
114.238552,30.732876,1678
114.238552,30.740664,2273
114.238552,30.760134,203
114.242112,30.458353,924
114.242112,30.641368,3341
114.242112,30.656944,1
114.242112,30.664732,4035
114.242112,30.67252,135
114.252792,30.405785,5
114.252792,30.409679,3533
114.252792,30.413573,1149
114.252792,30.417467,6
114.252792,30.421361,3955
114.252792,30.425255,252
114.252792,30.429149,2437
114.252792,30.433043,2593
114.252792,30.577118,2544
114.252792,30.581012,6885
114.252792,30.5888,1422
114.252792,30.592694,5335
114.252792,30.596588,1370
114.252792,30.623846,5372
114.252792,30.631634,5525
114.252792,30.635528,11154
114.256352,30.551808,4459
114.259912,30.600482,5565
114.259912,30.604376,1907
114.259912,30.612164,8913
114.259912,30.616058,9778
114.259912,30.619952,1766
114.259912,30.62774,8519
114.259912,30.764027,528
114.259912,30.783497,210
114.259912,30.970406,1085
114.259912,31.34033,91
114.263472,31.116429,92
114.267032,30.600482,9724
114.267032,30.604376,9221
114.267032,30.612164,3965
114.267032,30.616058,13813
114.267032,30.619952,11048
114.267032,30.783497,785
114.277712,30.244187,2593
114.277712,30.267551,2650
114.277712,30.392156,1239
114.277712,30.399944,1135
114.277712,30.582959,6846
114.277712,30.590747,14191
114.281272,30.468088,519
114.281272,30.503134,1105
114.281272,30.507028,1290
114.281272,30.643315,3764
114.281272,30.647209,7234
114.281272,30.651103,151
114.281272,30.654997,5721
114.281272,30.662785,4699
114.281272,30.666679,3661
114.281272,30.670573,178
114.281272,30.674467,631
114.281272,30.682255,335
114.284832,30.407732,5718
114.284832,30.427202,279
114.284832,30.431096,113
114.284832,30.586853,10408
114.284832,30.594641,2703
114.284832,30.598535,5780
114.284832,30.602429,3507
114.284832,30.610217,4346
114.284832,30.621899,9551
114.291951,31.287762,4376
