lon,lat,count
114.452149,30.581012,3633
114.452149,30.767921,76
114.455709,30.470035,994
114.455709,30.473929,3921
114.455709,30.497293,13
114.455709,30.505081,118
114.455709,30.508975,114
114.455709,30.871111,362
114.459269,30.491452,225
114.459269,30.514816,4
114.469948,30.446672,107
114.469948,30.594641,1679
114.473508,30.067013,326
114.473508,30.433043,514
114.473508,30.436937,1665
114.473508,30.448619,79
114.477068,30.431096,82
114.480628,30.000816,853
114.480628,30.553755,149
114.484188,30.536232,628
114.487748,30.678361,495
114.491308,30.392156,563
114.494868,30.257816,306
114.498428,30.473929,464
114.498428,30.497293,202
114.498428,30.505081,5
114.501988,30.526497,10
114.505548,30.789338,122
114.509108,30.164361,60
114.512668,30.594641,96
114.516228,30.510922,31
114.516228,30.662785,235
114.523347,30.530391,864
114.523347,30.713406,911
114.523347,31.001558,109
114.534027,30.579065,324
114.534027,30.590747,171
114.537587,30.600482,76
114.541147,30.582959,3
114.544707,30.456406,1555
114.544707,30.654997,2
114.544707,30.666679,576
114.544707,30.849694,1335
114.548267,30.454459,338
114.555387,30.65305,2341
114.558947,30.709512,4
114.558947,30.904209,648
114.562507,30.656944,3430
114.562507,30.668626,455
114.562507,30.828277,2040
114.566067,30.491452,6
114.566067,30.639421,56
114.566067,30.654997,1044
114.569627,30.516762,50
114.569627,30.734823,61
114.576746,30.688096,89
114.576746,30.882793,11314
114.580306,30.962618,3
114.583866,30.598535,20
114.587426,30.491452,1
114.587426,30.639421,75
114.598106,30.52455,657
114.598106,30.536232,1338
114.598106,30.758187,7
114.601666,30.47977,762
114.605226,30.462247,4732
114.608786,30.682255,14
114.615906,30.526497,925
114.615906,30.732876,1734
114.615906,30.915891,2098
114.619466,30.520656,439
114.619466,30.532338,287
114.630146,30.491452,3
114.633705,30.489505,239
114.647945,30.707565,380
114.651505,30.654997,792
114.655065,30.660838,54
114.672865,30.876952,3
114.687105,30.86527,1458
114.694224,30.834118,2999
114.712024,30.851641,298
114.722704,30.939255,592
114.751183,30.82633,462
114.758303,30.982088,494
114.761863,30.664732,124
114.768983,30.917838,3544
114.793903,30.787391,1067
114.843742,30.8458,2136
114.854422,30.836065,1150
114.865101,30.799073,1
114.900701,30.985982,5324
114.904261,30.948989,2376
114.914941,30.834118,3
114.95054,30.892527,3
115.021739,30.908103,304
113.718802,30.405785,12
113.772201,30.43499,140
113.80068,30.458353,491
113.82916,30.462247,277
113.846959,30.507028,1269
113.857639,30.189672,58
113.886119,30.248081,38
113.893239,30.341535,186
113.896798,30.292861,439
113.903918,30.561543,3103
113.911038,30.456406,4653
113.918158,30.764027,416
113.921718,30.750399,920
113.939518,30.643315,34
113.939518,30.690043,240
113.939518,30.693937,289
113.946638,30.5888,182
113.953757,30.75624,1025
113.957317,30.598535,41
113.957317,30.606323,358
113.964437,30.738717,5015
113.967997,30.545967,858
113.982237,30.362952,392
113.985797,30.707565,1
113.992917,30.423308,84
113.992917,30.438884,8
113.996477,30.444725,229
114.000037,30.649156,798
114.003597,30.316225,94
114.007157,30.579065,255
114.017836,30.545967,190
114.021396,30.579065,9138
114.021396,30.590747,2
114.021396,30.67252,23
114.024956,30.662785,200
114.028516,30.442778,232
114.028516,30.579065,12318
114.028516,30.590747,221
114.028516,30.625793,115
114.028516,30.637475,5553
114.035636,30.547914,150
114.035636,30.571278,1047
114.039196,30.728982,593
114.042756,30.742611,80
114.046316,30.444725,416
114.049876,30.446672,1087
114.056996,30.333747,39
114.056996,30.345429,30
114.060556,30.335694,10
114.060556,30.518709,116
114.064116,30.438884,196
114.064116,30.586853,269
114.064116,30.618005,5560
114.067675,30.374634,1
114.067675,30.5888,296
114.071235,30.318172,6204
114.071235,30.466141,481
114.071235,30.501187,1558
114.074795,30.308437,5949
114.074795,30.456406,4941
114.081915,30.335694,154
114.081915,30.359058,1842
114.089035,30.444725,66
114.092595,30.508975,320
114.092595,30.711459,161
114.099715,30.497293,97
114.103275,30.382422,15
114.103275,30.542073,57
114.103275,30.5888,237
114.106835,30.399944,331
114.106835,30.602429,49
114.106835,30.629687,1409
114.110395,30.468088,1
114.113955,30.614111,1635
114.113955,30.69199,37
114.117515,30.468088,1447
114.121075,30.376581,30
114.121075,30.547914,179
114.121075,30.707565,554
114.121075,30.730929,2892
114.124634,30.542073,571
114.124634,30.545967,218
114.124634,30.701724,1742
114.124634,30.728982,39
114.128194,30.333747,5265
114.128194,30.345429,283
114.135314,30.579065,294
114.135314,30.625793,7588
114.138874,30.409679,1376
114.138874,30.612164,2874
114.145994,30.522603,73
114.145994,30.526497,1526
114.145994,30.538179,1
114.145994,30.549861,722
114.149554,30.512869,3984
114.149554,30.649156,1171
114.153114,30.616058,233
114.156674,30.52455,395
114.160234,30.343482,230
114.160234,30.581012,1191
114.160234,30.619952,1181
114.163794,30.380475,600
114.163794,30.551808,154
114.163794,30.575172,442
114.167354,30.491452,1
114.167354,30.514816,4
114.170914,30.427202,205
114.170914,30.590747,1
114.170914,30.610217,3
114.174474,30.401891,874
114.174474,30.4603,1
114.174474,31.032709,7
114.178033,30.579065,172
114.178033,30.590747,2198
114.178033,30.610217,964
114.178033,30.637475,2012
114.178033,30.808808,846
114.181593,30.456406,444
114.181593,30.4603,296
114.181593,30.491452,6
114.181593,30.639421,2
114.181593,30.654997,2
114.181593,30.99377,8628
114.185153,30.602429,4878
114.185153,30.629687,3
114.185153,30.765974,857
114.188713,30.491452,8
114.188713,30.639421,1826
114.188713,30.654997,1
114.192273,30.536232,3791
114.192273,30.742611,434
114.195833,30.631634,6
114.199393,30.39605,113
114.199393,30.493399,755
114.199393,30.501187,4274
114.199393,30.76208,2785
114.202953,30.409679,2
114.202953,30.440831,309
114.202953,30.592694,458
114.202953,30.600482,2455
114.202953,30.612164,364
114.202953,30.775709,1
114.202953,30.787391,1069
114.202953,30.9743,9686
114.206513,30.485611,364
114.210073,30.542073,74
114.210073,30.545967,575
114.210073,30.557649,292
114.213633,30.582959,2906
114.213633,30.602429,5694
114.213633,30.777656,254
114.213633,30.789338,29
114.217193,30.577118,3570
114.217193,30.623846,28
114.217193,30.635528,1235
114.220753,30.594641,32
114.220753,30.614111,1089
114.220753,31.135898,4
114.220753,31.225459,321
114.224313,30.510922,1
114.224313,30.674467,591
114.224313,30.880846,104
114.227873,30.501187,63
114.227873,30.684202,79
114.227873,30.688096,235
114.227873,30.882793,8773
114.231433,30.581012,11110
114.231433,30.584906,1680
114.231433,30.639421,3519
114.231433,30.654997,14
114.231433,30.666679,101
114.234992,30.520656,1820
114.234992,30.555702,9502
114.238552,30.475876,67
114.238552,30.487558,53
114.238552,30.62774,8035
114.238552,30.643315,478
114.238552,30.690043,2
114.242112,30.579065,2585
114.242112,30.610217,1474
114.242112,30.625793,24078
114.242112,30.637475,302
114.242112,30.80102,12
114.245672,30.592694,40
114.245672,30.600482,803
114.245672,30.60827,3712
114.245672,30.612164,1987
114.245672,30.799073,1241
114.249232,30.462247,148
114.249232,30.485611,3123
114.249232,30.695884,400
114.252792,30.378528,1547
114.252792,30.49924,6
114.252792,30.526497,1508
114.252792,30.538179,1844
114.252792,30.549861,12
114.252792,30.732876,1438
114.252792,30.744558,25
114.256352,30.454459,736
114.256352,30.477823,258
114.256352,30.512869,85
114.256352,30.649156,3986
114.256352,30.660838,963
114.259912,30.522603,1
114.259912,30.526497,70
114.259912,30.549861,5759
114.259912,30.732876,265
114.259912,31.12227,5
114.263472,30.446672,46
114.263472,30.594641,6632
114.263472,30.614111,48
114.263472,30.67252,262
114.267032,30.47977,371
114.267032,30.569331,4504
114.267032,30.740664,170
114.267032,30.752346,44
114.267032,30.935361,4553
114.270592,30.56349,3016
114.270592,30.586853,508
114.270592,30.598535,2252
114.270592,30.606323,577
114.270592,30.618005,1
114.270592,30.621899,3686
114.270592,30.812702,1379
114.274152,30.456406,325
114.274152,30.491452,213
114.274152,30.514816,937
114.274152,30.639421,88
114.274152,30.654997,1205
114.274152,31.075542,246
114.274152,31.087224,321
114.277712,30.528444,91
114.277712,30.575172,6134
114.277712,31.330595,595
114.281272,30.631634,211
114.281272,30.783497,15
114.284832,30.357111,146
114.284832,30.540126,1248
114.284832,30.567384,1340
114.284832,30.738717,2
114.288392,30.160467,1
114.288392,30.172149,647
114.288392,30.39021,24
114.288392,30.561543,39
114.288392,30.573225,2946
114.288392,30.709512,22
114.288392,30.721194,798
114.291951,30.423308,52
114.291951,30.438884,179
114.291951,30.586853,105
114.291951,30.598535,873
114.291951,30.606323,3566
114.291951,30.618005,3361
114.291951,30.621899,1635
114.291951,30.80102,1
114.295511,30.39021,846
114.295511,30.639421,5720
114.295511,30.654997,2172
114.295511,30.666679,1243
114.295511,31.281921,5335
114.299071,30.329854,8
114.299071,30.454459,16
114.299071,30.477823,1994
114.299071,30.489505,29
114.299071,30.649156,465
114.299071,30.65305,6625
114.299071,30.660838,1677
114.299071,30.69199,3732
114.302631,30.405785,2512
114.302631,30.623846,3105
114.302631,30.635528,1620
114.302631,30.818543,1950
114.306191,30.423308,2708
114.306191,30.586853,18
114.306191,30.606323,3865
114.306191,30.618005,6194
114.306191,30.621899,8186
114.309751,30.335694,64
114.309751,30.347376,124
114.309751,30.359058,10330
114.309751,30.47977,208
114.309751,30.518709,2718
114.309751,30.553755,1508
114.309751,30.565437,275
114.313311,30.104005,3151
114.313311,30.462247,1248
114.313311,30.645262,7449
114.313311,30.65305,400
114.316871,30.312331,159
114.316871,30.3318,229
114.320431,30.399944,190
114.320431,30.582959,8356
114.320431,30.867217,5211
114.323991,30.444725,1691
114.327551,30.349323,2379
114.327551,30.364899,1522
114.327551,30.520656,4
114.327551,30.532338,1957
114.327551,30.555702,1019
114.327551,30.559596,419
114.327551,30.703671,2
114.327551,30.715353,45
114.327551,30.727035,7863
114.331111,30.35127,1215
114.331111,30.468088,18
114.331111,30.510922,1507
114.331111,30.662785,18
114.331111,30.674467,2066
114.331111,30.857482,3104
114.331111,31.258557,531
114.334671,30.466141,2586
114.334671,30.493399,2506
114.334671,30.684202,2699
114.334671,30.688096,52
114.334671,30.882793,168
114.338231,30.156573,280
114.338231,30.246134,709
114.338231,30.394103,160
114.338231,30.440831,163
114.338231,30.592694,11352
114.338231,30.600482,40
114.338231,30.612164,6744
114.341791,30.458353,236
114.341791,30.664732,3885
114.341791,30.676414,4
114.341791,31.030762,292
114.341791,31.042444,1095
114.341791,31.190413,48
114.345351,30.522603,9572
114.345351,30.526497,2270
114.345351,30.538179,3943
114.345351,30.549861,758
114.345351,30.732876,202
114.345351,30.892527,971
114.345351,31.165103,328
114.34891,30.388263,5171
114.34891,30.547914,518
114.34891,30.571278,43
114.34891,30.707565,541
114.34891,30.719247,7101
114.34891,30.730929,1770
114.34891,31.077489,320
114.35247,30.475876,155
114.35247,30.507028,436
114.35247,30.693937,370
114.35247,31.114482,3039
114.35247,31.12227,1881
114.35603,30.03002,41
114.35603,30.037808,3
114.35603,30.470035,499
114.35603,30.473929,3127
114.35603,30.497293,363
114.35603,30.505081,2
114.35603,30.508975,657
114.35603,30.871111,4989
114.35603,30.878899,6976
114.35959,30.495346,318
114.35959,30.503134,5366
114.35959,30.678361,24
114.35959,30.861376,4938
114.35959,30.873058,6711
114.36315,30.30649,1075
114.36315,30.512869,5960
114.36315,30.67252,1189
114.36315,30.843853,1080
114.36315,30.867217,5682
114.36671,30.382422,43
114.36671,30.530391,467
114.36671,30.542073,496
114.36671,30.545967,198
114.36671,30.5888,322
114.36671,30.888633,9020
114.37027,30.902262,2460
114.37383,30.444725,82
114.37383,30.596588,4236
114.37383,30.604376,970
114.37383,30.616058,5
114.37383,31.028815,163
114.37383,31.1028,45
114.37739,30.361005,13
114.37739,30.388263,345
114.37739,30.547914,1421
114.37739,30.719247,80
114.37739,30.730929,717
114.37739,30.925626,884
114.38095,30.230558,154
114.38095,30.471982,18
114.38095,30.483664,1
114.38095,30.495346,2527
114.38095,30.503134,2678
114.38095,30.8458,5
114.38095,31.032709,60
114.38095,31.215724,436
114.38451,30.06896,290
114.38451,30.438884,408
114.38451,30.586853,7466
114.38451,30.598535,43
114.38451,30.618005,7956
114.38451,30.621899,6
114.38451,31.205989,303
114.38807,30.573225,12
114.39163,30.485611,1974
114.39163,30.645262,1886
114.39163,30.875005,318
114.39163,31.27608,936
114.39519,30.397997,38
114.39519,30.417467,142
114.39519,30.429149,54
114.39519,30.623846,8696
114.39519,30.635528,3406
114.39519,30.73677,239
114.39519,31.048285,722
114.39519,31.207936,486
114.39875,30.470035,293
114.39875,30.473929,2058
114.39875,30.497293,1531
114.39875,30.505081,4069
114.39875,30.508975,8171
114.39875,30.656944,261
114.39875,31.16705,178
114.40231,30.561543,12
114.40231,30.7173,4
114.405869,30.470035,5752
114.405869,30.473929,910
114.405869,30.497293,10770
114.405869,30.505081,15
114.405869,30.508975,249
114.405869,30.668626,17
114.409429,30.561543,56
114.409429,30.721194,281
114.409429,30.884739,132
114.409429,31.157315,463
114.412989,30.427202,1003
114.412989,30.442778,1382
114.412989,30.579065,248
114.412989,30.590747,6
114.412989,30.610217,29166
114.412989,30.625793,355
114.412989,30.773762,484
114.412989,30.785444,1946
114.416549,30.475876,373
114.416549,30.487558,1615
114.416549,30.507028,233
114.416549,30.658891,36
114.416549,31.126164,23
114.420109,30.462247,12
114.420109,30.485611,2803
114.420109,30.52455,12
114.420109,30.645262,4488
114.420109,30.695884,102
114.423669,30.086482,224
114.423669,30.464194,2451
114.430789,30.444725,2563
114.430789,30.616058,1076
114.430789,30.764027,31
114.430789,30.947042,1532
114.434349,30.454459,1975
114.434349,30.489505,52
114.434349,30.512869,1760
114.434349,30.660838,2869
114.434349,30.703671,113
114.437909,30.444725,2415
114.437909,30.5888,21
114.437909,30.596588,2191
114.437909,30.604376,889
114.437909,30.616058,1609
114.437909,30.764027,514
114.441469,30.493399,1665
114.441469,30.501187,305
114.445029,30.386316,1506
114.448589,30.547914,1145
114.448589,31.01908,2
114.452149,30.47977,49
114.452149,30.526497,633
114.452149,30.927573,5155
114.455709,30.423308,9
114.455709,30.438884,579
114.455709,30.598535,783
114.455709,30.621899,596
114.455709,30.964565,193
114.459269,30.238346,391
114.459269,30.444725,382
114.459269,30.49924,15
114.459269,30.596588,1195
114.459269,30.616058,941
114.462828,30.493399,1
114.462828,30.501187,1
114.462828,31.077489,500
114.466388,30.49924,1019
114.469948,30.571278,190
114.473508,30.538179,88
114.477068,30.532338,165
114.477068,30.559596,488
114.477068,30.715353,2
114.480628,30.471982,9
114.480628,30.495346,25
114.480628,30.503134,2023
114.480628,30.7173,579
114.487748,30.581012,475
114.491308,30.575172,114
114.494868,30.553755,2323
114.494868,30.896421,2508
114.498428,30.606323,788
114.501988,30.510922,65
114.501988,30.686149,3528
114.505548,30.520656,77
114.505548,30.532338,1269
114.509108,30.643315,2
114.512668,30.719247,1
114.512668,30.730929,1
114.512668,30.913944,1146
114.516228,30.612164,3
114.519787,30.380475,204
114.519787,30.711459,356
114.523347,30.475876,61
114.523347,30.487558,2011
114.537587,30.382422,5725
114.537587,31.001558,2
114.541147,30.018339,185
114.541147,30.52455,76
114.544707,30.7173,338
114.548267,30.637475,294
114.551827,30.4603,8404
114.555387,30.707565,757
114.558947,30.491452,47
114.558947,30.514816,151
114.558947,30.639421,53
114.558947,30.654997,3441
114.558947,30.666679,432
114.569627,30.641368,1365
114.569627,30.65305,2244
114.569627,30.676414,5418
114.573187,30.573225,61
114.576746,30.65305,4075
114.576746,30.69199,15
114.580306,30.522603,36
114.580306,30.732876,320
114.580306,30.744558,977
114.590986,30.497293,172
114.590986,30.505081,29
114.590986,30.508975,366
114.590986,30.52455,128
114.598106,30.493399,11
114.612346,30.579065,366
114.612346,30.590747,150
114.612346,30.773762,475
114.615906,30.4603,26
114.615906,30.510922,545
114.615906,30.869164,4867
114.633705,30.785444,1956
114.647945,30.867217,587
114.655065,30.590747,584
114.655065,30.625793,159
114.697784,30.614111,748
114.712024,30.793232,7119
114.719144,30.898368,904
114.744064,30.830224,3627
114.751183,30.60827,1
114.751183,30.701724,157
114.758303,30.911997,842
114.765423,30.880846,550
114.768983,30.847747,1937
114.768983,30.882793,362
114.772543,30.834118,1035
114.776103,30.730929,2773
114.776103,30.754293,1952
114.790343,30.828277,3266
114.797463,30.906156,1265
114.801023,30.841906,5
114.804582,30.952883,875
114.804582,30.976247,2106
114.811702,30.851641,2185
114.822382,30.806861,204
114.833062,30.645262,3036
114.836622,30.935361,5775
114.857982,30.779603,18
114.879341,30.775709,4
114.882901,30.886686,3366
114.890021,30.894474,730
